Disease,Temperature (°C),Humidity (%),Rainfall (mm),Cloud Cover (%),Wind Speed (km/h),Leaf Wetness (hrs),Risk La,Risk Label
Bacterial Wilt,29.03,81.52,2.1,46.14,4.64,10.87,Medium Risk,
Bacterial Wilt,23.17,87.32,1.02,72.33,4.3,9.53,Medium Risk,
Bacterial Wilt,28.66,81.36,4.19,44.1,3.1,11.57,Medium Risk,
Bacterial Wilt,25.75,81.04,1.17,55.14,4.91,9.55,Medium Risk,
Bacterial Wilt,25.19,88.0,4.75,43.8,4.32,10.35,Medium Risk,
Bacterial Wilt,22.67,89.89,3.59,50.66,5.21,10.9,Medium Risk,
Bacterial Wilt,27.4,84.04,3.07,67.86,3.0,12.48,Medium Risk,
Bacterial Wilt,25.31,89.71,1.24,62.91,2.02,9.05,Medium Risk,
Bacterial Wilt,27.07,87.62,4.41,62.06,3.85,12.24,Medium Risk,
Bacterial Wilt,24.4,86.64,4.15,43.53,2.93,10.12,Medium Risk,
Bacterial Wilt,28.13,85.43,2.65,74.84,3.49,9.75,Medium Risk,
Bacterial Wilt,25.88,82.66,4.6,52.88,3.38,12.17,Medium Risk,
Bacterial Wilt,27.1,89.48,3.53,44.03,2.86,12.52,Medium Risk,
Bacterial Wilt,22.64,84.72,2.48,45.87,3.66,11.97,Medium Risk,
Bacterial Wilt,29.84,88.91,1.36,60.52,3.6,10.68,Medium Risk,
Bacterial Wilt,27.0,81.8,3.33,71.01,3.27,9.18,Medium Risk,
Bacterial Wilt,26.27,86.12,4.04,47.84,5.34,10.13,Medium Risk,
Bacterial Wilt,28.63,85.16,1.13,42.99,4.23,12.41,Medium Risk,
Bacterial Wilt,28.69,91.0,3.04,55.49,2.44,12.29,Medium Risk,
Bacterial Wilt,23.67,85.68,1.68,67.19,2.81,11.07,Medium Risk,
Bacterial Wilt,27.89,91.99,2.24,41.12,5.76,12.48,Medium Risk,
Bacterial Wilt,28.79,85.94,3.17,74.02,3.8,9.16,Medium Risk,
Bacterial Wilt,28.07,87.33,3.91,59.36,3.86,12.53,Medium Risk,
Bacterial Wilt,24.0,80.24,4.35,64.49,5.87,11.04,Medium Risk,
Bacterial Wilt,22.82,86.39,4.95,50.41,4.11,12.24,Medium Risk,
Bacterial Wilt,24.09,86.81,3.55,57.18,2.61,9.28,Medium Risk,
Bacterial Wilt,27.8,82.14,1.65,61.61,5.55,10.69,Medium Risk,
Bacterial Wilt,22.74,81.78,1.26,55.86,4.5,12.4,Medium Risk,
Bacterial Wilt,27.6,83.64,4.19,61.72,3.19,11.38,Medium Risk,
Bacterial Wilt,27.33,86.97,2.55,50.33,3.2,10.25,Medium Risk,
Bacterial Wilt,25.23,82.88,2.24,51.7,2.09,12.31,Medium Risk,
Bacterial Wilt,24.08,82.18,2.69,42.0,4.51,11.68,Medium Risk,
Bacterial Wilt,28.45,91.07,2.45,51.12,2.25,11.77,Medium Risk,
Bacterial Wilt,29.86,82.43,1.77,47.32,5.76,10.41,Medium Risk,
Bacterial Wilt,22.96,91.72,1.83,50.19,2.05,11.76,Medium Risk,
Bacterial Wilt,25.24,84.63,2.63,53.55,5.69,12.13,Medium Risk,
Bacterial Wilt,29.9,89.68,1.52,49.92,4.77,9.64,Medium Risk,
Bacterial Wilt,28.23,90.88,2.8,49.84,4.05,10.3,Medium Risk,
Bacterial Wilt,24.18,84.42,1.1,55.75,5.85,11.25,Medium Risk,
Bacterial Wilt,24.77,88.16,2.38,50.78,2.29,9.79,Medium Risk,
Bacterial Wilt,23.65,85.19,2.63,74.38,2.63,11.48,Medium Risk,
Bacterial Wilt,25.2,86.49,3.29,55.43,4.09,11.23,Medium Risk,
Bacterial Wilt,23.67,86.53,4.74,46.61,3.04,11.13,Medium Risk,
Bacterial Wilt,29.77,84.49,3.25,65.54,4.32,9.35,Medium Risk,
Bacterial Wilt,28.31,83.56,1.88,68.05,5.45,9.58,Medium Risk,
Bacterial Wilt,23.73,86.59,4.27,69.18,3.65,9.54,Medium Risk,
Black Scurf,26.07,83.19,4.82,55.93,2.5,10.32,Medium Risk,
Black Scurf,25.17,88.18,3.46,45.6,5.98,9.94,Medium Risk,
Black Scurf,23.98,82.04,3.7,64.75,4.09,11.55,Medium Risk,
Black Scurf,29.28,82.9,4.05,55.43,2.96,9.06,Medium Risk,
Black Scurf,22.05,83.71,1.27,50.31,5.24,12.69,Medium Risk,
Black Scurf,24.99,88.75,2.83,41.97,3.89,12.32,Medium Risk,
Black Scurf,27.19,80.45,4.75,61.35,5.97,10.88,Medium Risk,
Black Scurf,27.63,80.45,1.18,43.85,4.71,11.64,Medium Risk,
Black Scurf,24.84,80.42,3.52,51.18,4.59,11.69,Medium Risk,
Black Scurf,27.62,86.67,1.14,58.2,2.75,12.62,Medium Risk,
Black Scurf,26.9,86.41,3.04,40.07,4.72,9.27,Medium Risk,
Black Scurf,22.01,80.99,3.64,65.46,2.76,12.12,Medium Risk,
Black Scurf,25.33,80.47,2.19,62.67,4.31,12.34,Medium Risk,
Black Scurf,25.91,88.4,1.25,74.56,4.35,12.12,Medium Risk,
Black Scurf,26.71,86.93,3.64,71.94,2.16,12.56,Medium Risk,
Black Scurf,24.59,80.35,4.13,54.16,4.42,11.5,Medium Risk,
Black Scurf,25.71,80.47,2.21,68.65,4.33,12.98,Medium Risk,
Black Scurf,25.93,87.51,1.47,58.32,3.95,11.72,Medium Risk,
Black Scurf,28.38,82.88,1.23,73.48,4.21,9.1,Medium Risk,
Black Scurf,29.22,90.31,1.12,72.97,5.44,9.44,Medium Risk,
Black Scurf,26.13,83.21,4.16,53.2,4.25,11.7,Medium Risk,
Black Scurf,25.23,80.41,4.28,55.87,2.39,12.76,Medium Risk,
Black Scurf,29.49,90.79,2.3,52.08,2.69,10.49,Medium Risk,
Black Scurf,24.99,90.14,1.64,58.0,3.13,12.72,Medium Risk,
Black Scurf,29.62,80.18,3.7,47.05,5.12,11.15,Medium Risk,
Black Scurf,22.78,90.42,2.92,74.73,4.37,12.72,Medium Risk,
Black Scurf,29.53,80.58,1.19,63.12,4.57,9.51,Medium Risk,
Black Scurf,27.65,81.26,4.53,51.43,4.45,12.06,Medium Risk,
Black Scurf,24.36,87.84,2.17,47.38,5.11,9.5,Medium Risk,
Black Scurf,22.14,82.08,2.39,42.67,2.3,11.23,Medium Risk,
Black Scurf,29.38,81.28,1.95,49.9,4.22,9.59,Medium Risk,
Black Scurf,22.75,89.39,2.79,46.93,5.1,10.2,Medium Risk,
Black Scurf,22.24,81.45,4.72,64.75,5.28,10.48,Medium Risk,
Black Scurf,29.3,88.48,4.88,54.91,3.99,9.93,Medium Risk,
Black Scurf,23.36,85.62,3.58,66.95,5.74,12.05,Medium Risk,
Black Scurf,22.54,84.19,1.07,68.14,2.72,12.63,Medium Risk,
Black Scurf,29.45,88.43,1.38,42.32,5.28,11.49,Medium Risk,
Black Scurf,28.2,88.22,1.34,50.15,3.72,9.24,Medium Risk,
Black Scurf,23.4,90.5,1.53,68.07,2.52,11.05,Medium Risk,
Black Scurf,22.35,84.09,3.47,57.32,3.03,12.2,Medium Risk,
Black Scurf,26.31,82.52,1.41,58.32,2.22,11.83,Medium Risk,
Black Scurf,28.4,82.59,2.55,46.08,2.42,10.39,Medium Risk,
Black Scurf,24.74,85.81,4.94,63.12,5.67,10.92,Medium Risk,
Black Scurf,25.5,89.12,3.95,62.86,2.15,12.09,Medium Risk,
Black Scurf,25.99,87.71,2.7,61.69,4.31,9.27,Medium Risk,
Black Scurf,25.26,86.28,2.8,52.8,2.77,10.4,Medium Risk,
Black Scurf,24.96,80.67,2.7,68.44,5.31,10.98,Medium Risk,
Black Scurf,22.05,84.45,1.4,56.96,4.28,9.54,Medium Risk,
Black Scurf,25.67,83.91,1.03,60.85,3.85,10.14,Medium Risk,
Black Scurf,29.02,86.96,4.19,72.68,5.15,11.38,Medium Risk,
Black Scurf,23.25,82.34,3.83,64.87,2.72,10.3,Medium Risk,
Black Scurf,28.72,80.69,4.35,50.59,4.5,12.72,Medium Risk,
Black Scurf,24.88,91.92,1.45,40.24,2.61,9.93,Medium Risk,
Black Scurf,22.37,87.21,4.81,64.64,4.51,12.18,Medium Risk,
Black Scurf,28.96,87.01,1.22,46.44,2.87,11.37,Medium Risk,
Black Scurf,24.77,88.76,2.49,73.29,5.88,10.7,Medium Risk,
Black Scurf,22.62,84.63,4.01,49.71,2.58,9.94,Medium Risk,
Black Scurf,22.43,89.56,3.02,66.26,2.44,12.66,Medium Risk,
Black Scurf,29.88,87.87,2.31,54.0,4.19,12.92,Medium Risk,
Black Scurf,22.81,89.97,4.91,49.17,3.51,11.35,Medium Risk,
Black Scurf,25.34,90.07,3.61,67.75,5.34,11.32,Medium Risk,
Black Scurf,23.79,87.19,2.55,55.37,5.07,9.56,Medium Risk,
Black Scurf,23.18,86.11,2.06,65.65,3.16,11.8,Medium Risk,
Black Scurf,22.15,83.47,2.47,65.84,2.22,13.0,Medium Risk,
Black Scurf,22.93,86.16,2.62,69.71,5.88,11.27,Medium Risk,
Black Scurf,22.1,83.71,1.56,71.52,2.6,10.79,Medium Risk,
Black Scurf,22.87,82.35,1.31,73.61,2.61,11.99,Medium Risk,
Black Scurf,22.66,80.91,3.54,59.17,4.44,12.18,Medium Risk,
Black Scurf,29.49,86.22,3.7,57.51,4.16,12.28,Medium Risk,
Black Scurf,27.61,86.3,1.29,47.03,5.04,9.48,Medium Risk,
Black Scurf,27.37,82.97,1.22,51.07,4.51,9.22,Medium Risk,
Black Scurf,22.12,81.71,1.32,41.53,5.06,11.79,Medium Risk,
Black Scurf,26.09,84.41,1.88,47.36,5.24,9.9,Medium Risk,
Black Scurf,29.7,86.95,4.93,52.21,4.95,12.32,Medium Risk,
Black Scurf,23.08,90.95,3.3,41.84,4.79,11.37,Medium Risk,
Black Scurf,29.68,83.45,2.37,71.01,5.49,9.49,Medium Risk,
Black Scurf,24.47,82.0,4.16,63.48,5.19,10.49,Medium Risk,
Black Scurf,22.91,84.02,2.22,64.74,3.37,12.5,Medium Risk,
Black Scurf,28.46,84.79,2.89,43.08,2.23,12.35,Medium Risk,
Black Scurf,27.34,81.44,2.28,48.97,5.5,9.75,Medium Risk,
Black Scurf,27.95,80.43,4.59,65.96,5.62,12.01,Medium Risk,
Black Scurf,28.9,91.39,3.62,55.97,3.86,12.33,Medium Risk,
Black Scurf,29.71,90.42,2.77,59.94,4.79,10.01,Medium Risk,
Black Scurf,28.14,87.44,2.91,43.36,4.72,9.99,Medium Risk,
Black Scurf,27.37,90.67,4.08,46.09,4.43,12.19,Medium Risk,
Black Scurf,24.37,85.18,2.57,65.3,5.83,12.91,Medium Risk,
Black Scurf,25.98,84.31,4.96,52.62,4.6,9.46,Medium Risk,
Black Scurf,25.48,91.63,3.08,63.54,3.55,11.26,Medium Risk,
Black Scurf,25.2,82.33,1.92,49.62,4.21,9.68,Medium Risk,
Black Scurf,24.72,88.83,1.57,68.08,2.01,12.41,Medium Risk,
Black Scurf,26.92,91.58,4.3,62.12,2.34,10.13,Medium Risk,
Black Scurf,29.35,83.48,2.25,72.54,3.78,9.63,Medium Risk,
Black Scurf,25.03,87.49,3.72,73.1,5.84,12.62,Medium Risk,
Black Scurf,26.69,83.9,2.69,46.56,2.25,10.35,Medium Risk,
Black Scurf,28.48,84.86,3.58,52.01,4.52,12.78,Medium Risk,
Black Scurf,24.74,89.86,2.15,60.31,4.29,10.45,Medium Risk,
Black Scurf,28.56,88.66,2.89,57.44,4.89,11.37,Medium Risk,
Black Scurf,28.82,85.49,2.56,51.38,4.78,9.83,Medium Risk,
Black Scurf,23.99,86.54,2.73,73.15,3.85,10.07,Medium Risk,
Black Scurf,28.55,84.2,4.2,57.67,3.95,12.28,Medium Risk,
Powdery Scab,22.69,81.93,4.89,53.87,3.32,12.85,Medium Risk,
Powdery Scab,29.56,86.52,4.3,70.0,2.24,12.31,Medium Risk,
Powdery Scab,28.85,89.45,2.66,47.01,2.75,11.56,Medium Risk,
Powdery Scab,26.59,81.82,2.85,43.28,2.89,9.2,Medium Risk,
Powdery Scab,29.26,86.04,3.7,54.85,4.9,11.86,Medium Risk,
Powdery Scab,29.87,89.74,2.07,65.14,4.01,9.23,Medium Risk,
Powdery Scab,22.56,80.02,3.67,57.89,5.64,10.95,Medium Risk,
Powdery Scab,26.44,89.59,3.16,43.88,5.14,11.74,Medium Risk,
Powdery Scab,29.73,85.28,4.16,54.17,5.87,9.27,Medium Risk,
Powdery Scab,25.94,86.72,2.23,67.32,4.93,11.03,Medium Risk,
Powdery Scab,24.8,87.78,2.98,67.28,2.9,12.16,Medium Risk,
Powdery Scab,22.37,84.26,2.24,53.52,5.42,12.93,Medium Risk,
Powdery Scab,23.87,85.87,2.08,57.45,2.6,11.13,Medium Risk,
Powdery Scab,22.99,90.47,4.71,40.39,2.25,9.87,Medium Risk,
Powdery Scab,25.65,83.4,3.41,62.12,2.36,11.45,Medium Risk,
Powdery Scab,24.65,86.25,4.51,72.06,4.72,12.81,Medium Risk,
Powdery Scab,29.93,87.19,2.04,70.54,2.43,12.55,Medium Risk,
Powdery Scab,23.06,86.17,1.27,55.08,2.63,10.95,Medium Risk,
Powdery Scab,27.37,86.12,4.87,51.86,5.57,10.16,Medium Risk,
Powdery Scab,25.19,86.65,3.07,52.05,3.03,9.84,Medium Risk,
Powdery Scab,29.57,83.37,3.81,54.61,4.77,11.07,Medium Risk,
Powdery Scab,24.72,83.89,3.01,43.09,2.86,11.99,Medium Risk,
Powdery Scab,23.16,88.06,2.92,41.46,4.4,12.95,Medium Risk,
Powdery Scab,25.39,85.9,1.56,60.82,5.11,10.43,Medium Risk,
Powdery Scab,25.42,80.75,4.65,50.39,3.27,12.21,Medium Risk,
Powdery Scab,23.8,81.24,3.61,46.3,3.51,11.69,Medium Risk,
Powdery Scab,22.61,89.75,4.71,70.86,5.94,10.59,Medium Risk,
Powdery Scab,28.57,81.27,2.27,70.76,5.06,10.5,Medium Risk,
Powdery Scab,22.72,80.31,1.2,54.55,2.28,10.54,Medium Risk,
Powdery Scab,24.46,80.74,4.0,64.18,4.01,11.4,Medium Risk,
Powdery Scab,29.48,80.02,4.54,65.4,3.42,9.41,Medium Risk,
Powdery Scab,29.82,89.87,2.06,62.02,2.45,10.15,Medium Risk,
Powdery Scab,27.25,80.52,1.38,72.28,4.51,9.87,Medium Risk,
Powdery Scab,24.55,80.72,3.12,58.27,2.71,12.58,Medium Risk,
Powdery Scab,26.83,81.57,3.68,48.58,3.65,12.0,Medium Risk,
Powdery Scab,27.27,91.37,4.19,47.67,2.72,9.52,Medium Risk,
Powdery Scab,22.58,90.06,4.21,61.06,3.26,11.63,Medium Risk,
Powdery Scab,24.03,84.08,4.18,68.6,2.29,9.12,Medium Risk,
Powdery Scab,27.73,82.87,3.09,43.1,5.72,10.15,Medium Risk,
Powdery Scab,24.05,82.66,4.49,48.31,3.32,12.07,Medium Risk,
Powdery Scab,29.58,86.33,4.89,69.53,4.58,12.33,Medium Risk,
Powdery Scab,22.15,91.02,3.64,66.25,4.77,11.75,Medium Risk,
Powdery Scab,28.64,83.76,4.17,57.0,2.59,9.18,Medium Risk,
Powdery Scab,25.45,85.18,2.29,73.15,4.93,10.85,Medium Risk,
Powdery Scab,26.59,89.46,3.38,55.13,4.4,11.94,Medium Risk,
Powdery Scab,27.49,84.82,2.65,67.62,2.23,11.26,Medium Risk,
Powdery Scab,23.87,90.55,1.91,60.33,5.04,9.89,Medium Risk,
Powdery Scab,25.98,83.66,2.96,65.71,3.86,9.39,Medium Risk,
Powdery Scab,24.95,87.28,3.15,51.96,4.07,9.47,Medium Risk,
Powdery Scab,23.32,91.92,4.57,57.0,5.22,11.4,Medium Risk,
Powdery Scab,24.23,85.34,1.93,44.51,2.05,10.98,Medium Risk,
Powdery Scab,24.89,91.13,4.1,45.21,4.91,11.63,Medium Risk,
Powdery Scab,25.06,84.75,4.07,74.83,4.4,12.57,Medium Risk,
Powdery Scab,23.21,85.75,1.09,65.95,3.64,12.57,Medium Risk,
Powdery Scab,29.97,86.02,4.92,49.23,3.59,10.27,Medium Risk,
Powdery Scab,24.98,89.37,2.91,40.58,3.49,9.76,Medium Risk,
Powdery Scab,26.17,85.99,4.88,50.41,2.36,12.59,Medium Risk,
Powdery Scab,26.4,84.85,1.7,42.46,2.95,12.59,Medium Risk,
Powdery Scab,27.49,87.0,2.75,58.38,3.25,11.48,Medium Risk,
Powdery Scab,27.08,87.59,4.52,55.92,3.81,9.87,Medium Risk,
Powdery Scab,29.75,90.92,3.17,61.9,5.95,9.96,Medium Risk,
Powdery Scab,23.98,88.36,3.49,59.63,3.61,10.99,Medium Risk,
Powdery Scab,26.01,89.01,2.75,63.39,4.76,10.09,Medium Risk,
Powdery Scab,22.28,88.39,1.74,56.08,2.58,9.4,Medium Risk,
Powdery Scab,29.93,80.6,4.76,46.87,5.08,11.48,Medium Risk,
Powdery Scab,25.82,82.15,1.91,65.82,3.81,11.35,Medium Risk,
Powdery Scab,22.72,85.3,1.34,55.13,3.65,11.49,Medium Risk,
Powdery Scab,28.31,81.55,1.25,43.27,5.28,9.21,Medium Risk,
Powdery Scab,26.24,82.74,1.74,44.42,5.73,10.3,Medium Risk,
Powdery Scab,26.72,87.83,2.03,72.3,3.31,12.1,Medium Risk,
Powdery Scab,27.5,89.7,4.52,51.06,2.51,11.87,Medium Risk,
Powdery Scab,28.57,89.9,4.41,73.07,3.26,12.98,Medium Risk,
Powdery Scab,23.86,87.38,2.41,52.35,2.28,10.31,Medium Risk,
Powdery Scab,28.13,85.31,1.16,65.94,2.19,11.52,Medium Risk,
Powdery Scab,22.18,80.48,2.7,56.88,5.71,10.62,Medium Risk,
Powdery Scab,26.55,80.99,4.78,71.63,4.94,10.0,Medium Risk,
Powdery Scab,26.51,80.44,2.34,53.43,5.53,11.3,Medium Risk,
Powdery Scab,23.93,81.65,3.33,63.55,3.48,10.53,Medium Risk,
Powdery Scab,28.44,85.01,3.75,40.61,3.77,10.46,Medium Risk,
Powdery Scab,28.81,85.99,1.55,49.83,4.2,9.68,Medium Risk,
Powdery Scab,26.01,86.27,3.63,57.98,2.02,10.18,Medium Risk,
Powdery Scab,29.29,84.83,1.38,72.83,3.31,9.71,Medium Risk,
Powdery Scab,26.8,83.75,3.5,48.97,3.35,11.04,Medium Risk,
Powdery Scab,22.33,80.41,2.67,71.49,3.56,10.53,Medium Risk,
Powdery Scab,27.38,86.9,2.87,48.22,3.27,11.95,Medium Risk,
Powdery Scab,24.14,82.1,3.25,59.53,3.66,9.36,Medium Risk,
Powdery Scab,22.52,90.86,2.5,54.21,2.85,10.42,Medium Risk,
Powdery Scab,28.08,86.76,1.19,63.37,4.87,10.85,Medium Risk,
Powdery Scab,22.05,86.24,1.42,70.24,3.92,11.38,Medium Risk,
Powdery Scab,24.41,90.1,4.61,51.46,5.93,11.05,Medium Risk,
Powdery Scab,24.94,82.56,1.45,60.29,3.7,10.58,Medium Risk,
Powdery Scab,26.33,80.1,2.73,61.7,2.02,9.6,Medium Risk,
Powdery Scab,27.38,84.58,2.01,58.89,3.09,11.01,Medium Risk,
Powdery Scab,23.14,84.48,4.26,63.8,5.36,11.88,Medium Risk,
Powdery Scab,23.0,82.03,4.74,70.82,3.1,12.43,Medium Risk,
Powdery Scab,27.59,83.44,2.44,62.18,3.5,11.73,Medium Risk,
Powdery Scab,22.98,89.49,3.4,71.63,4.26,12.39,Medium Risk,
Powdery Scab,23.8,83.66,3.09,51.01,5.0,11.06,Medium Risk,
Powdery Scab,27.36,88.4,2.54,47.52,2.79,12.44,Medium Risk,
Powdery Scab,23.08,81.73,1.4,65.04,4.73,12.79,Medium Risk,
Fusarium Dry Rot,28.57,86.7,1.52,73.57,4.19,10.44,Medium Risk,
Fusarium Dry Rot,29.9,91.86,4.8,40.6,4.06,10.93,Medium Risk,
Fusarium Dry Rot,22.05,83.42,4.56,71.53,2.38,10.15,Medium Risk,
Fusarium Dry Rot,24.52,84.25,4.29,60.59,4.73,9.61,Medium Risk,
Fusarium Dry Rot,27.3,89.31,1.63,67.3,2.2,9.74,Medium Risk,
Fusarium Dry Rot,24.49,84.83,1.75,46.34,5.21,12.81,Medium Risk,
Fusarium Dry Rot,25.37,83.86,3.22,68.07,5.99,11.28,Medium Risk,
Fusarium Dry Rot,25.52,87.31,2.74,41.33,3.21,12.88,Medium Risk,
Fusarium Dry Rot,27.7,81.09,1.09,66.31,3.07,10.31,Medium Risk,
Fusarium Dry Rot,28.67,89.21,1.83,54.16,4.5,11.04,Medium Risk,
Fusarium Dry Rot,26.26,80.8,1.87,53.4,3.37,10.61,Medium Risk,
Fusarium Dry Rot,27.21,85.47,4.64,47.0,2.07,12.41,Medium Risk,
Fusarium Dry Rot,25.17,86.33,1.19,61.96,5.95,12.26,Medium Risk,
Fusarium Dry Rot,23.24,86.3,2.52,52.38,5.57,11.46,Medium Risk,
Fusarium Dry Rot,22.15,88.64,2.67,66.5,3.22,9.48,Medium Risk,
Fusarium Dry Rot,28.78,90.62,4.29,42.15,4.43,12.62,Medium Risk,
Fusarium Dry Rot,26.41,81.18,4.12,74.55,2.7,10.49,Medium Risk,
Fusarium Dry Rot,28.37,89.84,1.44,52.66,5.85,12.62,Medium Risk,
Fusarium Dry Rot,22.31,86.92,3.51,72.48,5.87,12.2,Medium Risk,
Fusarium Dry Rot,23.37,82.7,1.26,66.85,3.04,12.94,Medium Risk,
Fusarium Dry Rot,23.39,85.45,3.65,62.03,5.91,10.55,Medium Risk,
Fusarium Dry Rot,24.04,84.29,2.76,68.3,2.34,12.13,Medium Risk,
Fusarium Dry Rot,29.05,84.19,3.46,51.85,3.83,9.9,Medium Risk,
Fusarium Dry Rot,24.56,89.83,2.21,61.41,2.89,12.54,Medium Risk,
Fusarium Dry Rot,29.63,83.28,2.23,60.59,4.21,10.24,Medium Risk,
Fusarium Dry Rot,22.68,86.46,1.8,72.42,4.03,11.62,Medium Risk,
Fusarium Dry Rot,23.19,82.66,4.28,63.48,2.97,9.31,Medium Risk,
Fusarium Dry Rot,27.87,83.26,4.85,49.15,2.1,12.92,Medium Risk,
Fusarium Dry Rot,24.07,85.56,2.07,59.4,3.03,10.44,Medium Risk,
Fusarium Dry Rot,22.74,85.36,4.9,59.9,4.54,12.77,Medium Risk,
Fusarium Dry Rot,23.31,85.29,4.95,62.13,4.2,12.93,Medium Risk,
Fusarium Dry Rot,28.76,90.99,4.03,68.08,3.73,12.61,Medium Risk,
Fusarium Dry Rot,28.16,87.07,1.54,51.01,5.0,11.62,Medium Risk,
Fusarium Dry Rot,28.99,85.86,2.36,63.24,4.45,9.39,Medium Risk,
Fusarium Dry Rot,25.98,91.57,1.51,72.79,5.12,10.62,Medium Risk,
Fusarium Dry Rot,25.87,87.59,4.73,52.29,3.04,9.89,Medium Risk,
Fusarium Dry Rot,24.31,90.19,4.91,41.39,3.72,12.82,Medium Risk,
Fusarium Dry Rot,26.04,81.94,3.64,50.8,5.01,9.07,Medium Risk,
Fusarium Dry Rot,26.46,87.0,3.09,57.92,5.86,12.52,Medium Risk,
Fusarium Dry Rot,22.08,89.49,3.68,54.54,3.06,9.79,Medium Risk,
Fusarium Dry Rot,29.22,87.9,4.69,51.0,5.22,12.92,Medium Risk,
Fusarium Dry Rot,28.24,82.2,2.9,60.21,2.3,9.04,Medium Risk,
Fusarium Dry Rot,28.94,82.1,3.01,46.06,2.63,11.98,Medium Risk,
Fusarium Dry Rot,27.33,83.47,2.0,72.09,3.5,11.53,Medium Risk,
Fusarium Dry Rot,25.45,85.49,3.13,55.57,3.99,12.75,Medium Risk,
Fusarium Dry Rot,28.79,82.67,1.58,51.59,2.49,10.62,Medium Risk,
Fusarium Dry Rot,29.67,88.89,3.91,72.01,5.56,9.98,Medium Risk,
Fusarium Dry Rot,22.99,91.26,4.57,55.79,2.46,10.61,Medium Risk,
Fusarium Dry Rot,27.29,90.17,1.86,47.77,2.43,9.93,Medium Risk,
Fusarium Dry Rot,23.74,87.48,2.3,63.54,3.2,9.04,Medium Risk,
Fusarium Dry Rot,24.89,88.34,2.25,72.78,5.37,11.43,Medium Risk,
Fusarium Dry Rot,24.49,80.7,2.7,71.78,4.43,11.48,Medium Risk,
Fusarium Dry Rot,24.59,91.52,4.37,72.11,5.25,10.9,Medium Risk,
Fusarium Dry Rot,24.22,81.32,3.51,41.18,2.09,9.2,Medium Risk,
Fusarium Dry Rot,26.44,84.63,4.84,69.48,2.54,12.69,Medium Risk,
Fusarium Dry Rot,28.94,82.73,3.24,45.31,4.47,12.53,Medium Risk,
Fusarium Dry Rot,27.87,80.13,2.47,53.0,2.76,11.03,Medium Risk,
Fusarium Dry Rot,29.42,87.91,4.49,73.18,2.83,12.48,Medium Risk,
Fusarium Dry Rot,27.69,90.34,3.7,45.28,3.34,12.58,Medium Risk,
Fusarium Dry Rot,25.93,87.56,2.44,45.86,3.35,9.9,Medium Risk,
Fusarium Dry Rot,26.8,87.01,3.76,42.16,4.89,10.73,Medium Risk,
Fusarium Dry Rot,25.51,82.3,3.35,71.34,3.36,12.36,Medium Risk,
Fusarium Dry Rot,26.07,84.58,1.84,42.38,4.8,11.64,Medium Risk,
Fusarium Dry Rot,27.18,82.91,4.86,47.2,4.14,11.22,Medium Risk,
Fusarium Dry Rot,26.76,87.91,1.46,66.94,4.36,10.03,Medium Risk,
Fusarium Dry Rot,23.33,86.2,1.48,62.13,4.58,11.83,Medium Risk,
Fusarium Dry Rot,22.15,81.86,4.18,72.0,4.66,12.16,Medium Risk,
Fusarium Dry Rot,29.92,87.14,4.3,50.32,4.88,9.97,Medium Risk,
Fusarium Dry Rot,22.47,83.73,4.86,53.91,3.25,12.77,Medium Risk,
Fusarium Dry Rot,27.53,89.62,1.06,71.37,4.06,10.61,Medium Risk,
Fusarium Dry Rot,26.44,89.24,1.27,41.04,5.48,12.72,Medium Risk,
Fusarium Dry Rot,27.17,91.23,2.12,69.92,5.45,10.3,Medium Risk,
Fusarium Dry Rot,23.61,80.6,3.09,61.58,2.37,11.22,Medium Risk,
Fusarium Dry Rot,27.96,85.45,3.71,63.74,3.84,11.91,Medium Risk,
Fusarium Dry Rot,25.79,90.01,2.17,47.03,4.38,9.13,Medium Risk,
Fusarium Dry Rot,23.45,85.71,3.49,43.21,4.16,11.4,Medium Risk,
Fusarium Dry Rot,22.46,80.2,2.85,69.17,3.51,10.28,Medium Risk,
Fusarium Dry Rot,24.81,86.9,3.51,46.68,3.62,9.13,Medium Risk,
Fusarium Dry Rot,22.87,87.91,1.98,53.72,2.13,10.98,Medium Risk,
Fusarium Dry Rot,26.5,87.65,4.16,71.34,3.37,9.08,Medium Risk,
Fusarium Dry Rot,24.2,90.82,3.09,74.22,3.8,9.47,Medium Risk,
Fusarium Dry Rot,28.55,87.6,1.58,50.85,4.37,12.68,Medium Risk,
Fusarium Dry Rot,25.89,87.46,4.29,55.16,5.66,12.41,Medium Risk,
Fusarium Dry Rot,29.36,88.92,3.16,68.6,3.1,12.83,Medium Risk,
Fusarium Dry Rot,23.24,81.91,1.89,58.55,5.27,10.54,Medium Risk,
Fusarium Dry Rot,23.55,87.67,2.33,65.53,3.79,11.93,Medium Risk,
Fusarium Dry Rot,26.61,80.94,1.12,50.15,5.53,9.91,Medium Risk,
Fusarium Dry Rot,23.8,88.96,1.32,50.38,4.86,11.23,Medium Risk,
Fusarium Dry Rot,28.8,86.86,4.25,52.72,4.73,9.06,Medium Risk,
Fusarium Dry Rot,23.4,87.46,3.29,64.72,3.27,11.28,Medium Risk,
Fusarium Dry Rot,22.46,91.99,3.64,45.61,4.55,11.02,Medium Risk,
Fusarium Dry Rot,23.23,90.1,3.41,57.76,2.75,11.88,Medium Risk,
Fusarium Dry Rot,28.24,81.32,2.93,54.1,2.47,12.09,Medium Risk,
